Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5Gb9H3tfPiEJ3LNZoCrBGJ,"Ela Joga na Hora - slowed","Ela Joga na Hora","Mc Pogba,DJ Guih Da ZO",2024-03-28,167475,58,,2025-03-01T13:04:34Z,"phonk,funk brasileño,funk","SUNDAY",0.743,0.503,1,-5.612,1,0.536,0.461,0.00317,0.107,0.582,206.292,4
7BRQ9eXqLLkYL8WdIYNRQq,"Montagem sombra estelar 1.0","Montagem sombra estelar 1.0","DJ RICK 013,Mc Charles,THZ",2024-11-30,88714,71,,2025-03-01T13:03:55Z,"phonk","Launch13",0.855,0.649,5,-3.074,0,0.0393,0.658,0.0451,0.0705,0.712,130.001,4
6ojHPWOIdzLb5chrA1Dby5,"MONTAGEM FIM ESTRELAR - SUPER SLOWED","MONTAGEM FIM ESTRELAR","FR3ST,MC DL 22,VYRUS",2024-10-11,276060,53,,2025-03-01T13:03:46Z,"phonk,funk brasileño","FR3ST",0.591,0.402,6,-9.392,0,0.0288,0.789,0.846,0.308,0.503,68.068,4
76DAqwkLFuwU0mtM2TlilX,"Rites","Thatched Villagers","Kevin MacLeod",2014-12-29,126928,32,,2025-02-27T22:44:02Z,"","Incompetech",0.172,0.00389,0,-39.766,1,0.042,0.972,0.886,0.101,0.0773,72.101,4
3Hb9YjZLYBLikxJ1kd4BMa,"Spikeroog","The Witcher 3: Wild Hunt (Original Game Soundtrack)","Mikolai Stroinski",2015-08-26,185699,56,,2025-02-27T22:39:52Z,"medieval,banda sonora","CD PROJEKT RED",0.14,0.176,2,-13.891,0,0.0389,0.968,0.894,0.0791,0.0467,148.846,4
6ebnvzZVSCVgTsRtByaTAu,"Assassin's Creed Origins Main Theme","Assassin's Creed Origins (Original Game Soundtrack)","Sarah Schachner,Assassin's Creed",2017-10-27,195733,49,,2025-02-27T22:35:22Z,"banda sonora,salomas","Ubisoft Music",0.162,0.53,8,-12.379,1,0.0436,0.574,0.869,0.0905,0.088,131.213,4
285ieonEuLkll3zknYK2TY,"The Last of Us","The Last of Us","Gustavo Santaolalla",2013-06-07,183533,62,,2025-02-27T22:30:19Z,"banda sonora","Masterworks",0.587,0.467,4,-12.392,0,0.0306,0.867,0.928,0.098,0.353,154.636,3
1NhDv99nTtRm37rZpoH7Ix,"Harvest Dawn","The Elder Scrolls IV: Oblivion: Original Game Soundtrack","Jeremy Soule",2006-03-20,171441,57,,2025-02-27T22:19:15Z,"medieval,banda sonora","Bethesda Softworks",0.127,0.0632,2,-21.617,0,0.0383,0.934,0.855,0.0853,0.056,84.176,4
7IVstMaDl2HaByG8JmR2yr,"Montagem Lunar Celestia 1.0 (SLOWED)","Montagem Lunar Celestia 1.0 (SLOWED)","TOKYOPHILE",2024-10-14,96254,79,,2025-02-25T19:07:24Z,"phonk,funk brasileño","Tribal Trap",0.972,0.79,11,-4.222,1,0.201,0.708,0.025,0.186,0.643,109.323,4
5PHdyF0lk5ZWzow4aUSfPL,"EL QUE LA DEBE FUNK - SLOWED","EL QUE LA DEBE FUNK","FR3ST,DJ MILLYANN,VYRUS",2024-11-06,108344,69,,2025-02-25T19:02:02Z,"phonk,funk brasileño","FR3ST",0.602,0.425,4,-18.533,0,0.0442,0.808,0.00921,0.932,0.56,91.004,4
3ajR6pspj94O8XkqkCNCir,"Woops - Slowed + Reverb","Woops","Dj Bountyhunter",2024-10-04,114142,71,,2025-02-25T19:00:37Z,"gabber","Robots & Humans",0.821,0.913,11,-8.998,1,0.0395,0.0393,0.88,0.0855,0.0417,123.109,4
4e9eGQYsOiBcftrWXwsVco,"Aerials","Toxicity","System Of A Down",2001-09-04,235053,83,,2025-02-25T18:19:35Z,"nu metal,metal,metal alternativo,rap metal,rock","American/Columbia",0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4
47uoSjqgclu4zjv3TV6aBG,"Farben","Farben","Orange Sector",2016-12-09,183706,61,,2025-02-25T17:54:40Z,"ebm,industrial","Infacted Recordings",0.803,0.842,1,-3.386,0,0.0762,0.0151,0.532,0.312,0.657,123.017,4
0wrWxW18WK2MkrfDpRHkyh,"Me and the Devil","Sugarbread","Soap&Skin",2013-03-11,185000,81,,2025-02-25T17:45:45Z,"","[PIAS]",0.584,0.446,7,-7.042,1,0.028,0.494,0.00783,0.111,0.222,89.302,4
7snQQk1zcKl8gZ92AnueZW,"Sweet Child O' Mine","Appetite For Destruction","Guns N' Roses",1987-07-21,356066,87,,2025-02-25T09:19:49Z,"rock,glam metal,hard rock,rock clásico","Guns N Roses P&D",0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,4
4mn2kNTqiGLwaUR8JdhJ1l,"House of the Rising Sun","The Singles Plus","The Animals",1987-10-19,269906,76,,2025-02-25T09:11:17Z,"rock clásico","Parlophone UK",0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3
6XcoiOYiNbIxzpt8WRxq8Z,"Du hast","Sehnsucht (Anniversary Edition - Remastered)","Rammstein",1997-08-22,235600,76,,2025-02-25T09:07:31Z,"metal industrial,metal,rock industrial,industrial","Vertigo Berlin",0.642,0.899,9,-6.92,0,0.0381,0.00171,0.135,0.326,0.726,125.115,4
78lgmZwycJ3nzsdgmPPGNx,"Immigrant Song - Remaster","Led Zeppelin III (Remaster)","Led Zeppelin",1970,146250,79,,2025-02-25T09:05:00Z,"rock clásico,rock,hard rock,rock and roll","Atlantic Records",0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4
1FTSo4v6BOZH9QxKc3MbVM,"Song 2 - 2012 Remaster","Blur (Special Edition)","Blur",1997-02-10,121160,80,,2025-02-25T08:49:29Z,"britpop,madchester,rock alternativo","Parlophone UK",0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4
3Jnxngdff0lVu2rza1GVx6,"Paranoid - 2009 Remaster","Paranoid","Black Sabbath",1970-09-18,167720,79,,2025-02-25T08:47:04Z,"metal,heavy metal,rock,stoner rock,doom metal,hard rock,rock clásico","Sanctuary Records",0.423,0.685,4,-9.651,0,0.078,0.0000628,0.00642,0.133,0.328,162.78,4
4gHnSNHs8RyVukKoWdS99f,"Something In The Way","Nevermind (Remastered)","Nirvana",1991-09-26,232146,73,,2025-02-25T08:28:14Z,"grunge,rock","Geffen",0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
4BP3uh0hFLFRb5cjsgLqDh,"Fortunate Son","Willy And The Poor Boys (Expanded Edition)","Creedence Clearwater Revival",1969-11-02,140773,83,,2025-02-25T08:17:25Z,"rock clásico,rock sureño,country rock","Craft Recordings",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2","The Wall","Pink Floyd",1979-11-30,238746,83,,2025-02-25T08:15:05Z,"rock progresivo,rock psicodélico,rock clásico,rock sinfónico,art rock,rock","Pink Floyd Records",0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,4
4S1VYqwfkLit9mKVY3MXoo,"Forever Young","Forever Young","Alphaville",1984,226706,84,,2025-02-25T08:07:20Z,"synthpop","WM Germany",0.489,0.482,9,-9.466,0,0.0275,0.417,0.00227,0.235,0.33,136.803,4
1JSTJqkT5qHq8MDJnJbRE1,"Every Breath You Take","Synchronicity (Remastered 2003)","The Police",1983-06-17,253920,91,,2025-02-25T08:02:54Z,"","Polydor Records",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
7w5AOd6HrDIHewHfpABEss,"Wicked Game","Heart Shaped World","Chris Isaak",1989-06-13,289066,82,,2025-02-25T07:53:20Z,"","Chris Isaak",0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,4
3gVhsZtseYtY1fMuyYq06F,"Sonne","Mutter","Rammstein",2001-04-02,272440,79,,2025-02-25T07:39:33Z,"metal industrial,metal,rock industrial,industrial","Vertigo Berlin",0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4
2RsAajgo0g7bMCHxwH3Sk0,"Come As You Are","Nevermind (Remastered)","Nirvana",1991-09-26,218920,83,,2025-02-25T07:31:00Z,"grunge,rock","Geffen",0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
7KA4W4McWYRpgf0fWsJZWB,"See You Again (feat. Kali Uchis)","Flower Boy","Tyler, The Creator,Kali Uchis",2017-07-21,180386,92,,2025-02-25T06:12:05Z,"","Columbia",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,4
3qhlB30KknSejmIvZZLjOD,"End of Beginning","DECIDE","Djo",2022-09-16,159245,90,,2025-02-25T06:08:44Z,"pop psicodélico","Djo",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
5AJ9hqTS2wcFQCELCFRO7A,"MILLION DOLLAR BABY","MILLION DOLLAR BABY","Tommy Richman",2024-04-26,155151,88,,2025-02-25T05:43:33Z,"","PULSE Records",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
5PrmAuBxpiS1REGPCSmHu1,"Salute (The Show)","Salute (The Show)","Wes Parker",2025-01-03,282902,43,,2025-02-22T19:17:13Z,"","Wes Parker",0.522,0.624,2,-8.824,1,0.0298,0.071,0.00306,0.101,0.449,148.049,4
2ogKhhoMClkFXek7ZgxAhN,"Shameless","Romance","Camila Cabello",2019-12-06,219742,84,,2025-02-22T19:03:29Z,"pop","Syco Music/Epic",0.377,0.651,4,-5.437,0,0.0589,0.0197,0.0000531,0.174,0.0851,129.607,4
7F25roCtYi55JouckaayPC,"Judas","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,249066,81,,2025-02-22T18:55:33Z,"art pop,pop","Interscope",0.664,0.934,10,-3.848,0,0.0696,0.00108,0.0000273,0.271,0.529,130.983,4
3nef5W8jTkXrOKgCu4kmq7,"Dangerous Woman","Dangerous Woman","Ariana Grande",2016-04-01,235946,81,,2025-02-22T18:55:21Z,"pop","Universal Records",0.664,0.602,4,-5.369,0,0.0412,0.0529,0,0.356,0.289,134.049,3
6VObnIkLVruX4UVyxWhlqm,"Skyfall","Skyfall","Adele",2012-10-04,286480,85,,2025-02-22T18:55:15Z,"pop suave","XL Recordings/Columbia",0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,4
6Uj1ctrBOjOas8xZXGqKk4,"Woman","Planet Her","Doja Cat",2021-06-25,172626,84,,2025-02-22T18:55:05Z,"","Kemosabe Records/RCA Records",0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4
2MuWTIM3b0YEAskbeeFE1i,"Master Of Puppets","Master Of Puppets (Remastered)","Metallica",1986-03-03,515386,79,,2025-02-19T16:56:27Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4
3D5jgROA3ffEU5tfSf5M4q,"Something About You","Something About You","Eyedress,Dent May",2021-06-03,153312,65,,2025-02-17T20:26:57Z,"","Lex Records",0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,4
6qNQcYitWE3mY2WDaTv6Kc,"Caribbean Blue","Themes From Calmi Cuori Appassionati","Enya",2001,238599,57,,2025-02-17T17:37:46Z,"new age,celta","WM UK",0.393,0.44,4,-10.77,1,0.0315,0.786,0.963,0.0882,0.667,157.639,3
5KZ4DC772dYcRBAizx0yYk,"Caribbean Blue - 2009 Remaster","Shepherd Moons","Enya",1991-11-15,239586,70,,2025-02-17T17:37:28Z,"new age,celta","WM UK",0.393,0.414,4,-12.262,1,0.0321,0.807,0.958,0.118,0.677,157.626,3
50QiQkPDGSu4k4Ta4vKUXk,"A Gift of A Thistle from Braveheart","Celtic Dreamland of Medieval Beauty","Celestial Aeon Project,Bard to the Core",2023-10-18,77934,47,,2025-02-14T16:56:36Z,"medieval,celta","Ouranio Recordings",0.453,0.169,9,-14.497,0,0.0285,0.902,0.815,0.0906,0.128,85.127,4
1I9MOstMVcWANW8Hj3JOQW,"Two Hornpipes (Tortuga)","Pirates of the Caribbean: Dead Man's Chest (Original Motion Picture Soundtrack)","Hans Zimmer",2006-01-01,74226,46,,2025-02-14T16:44:19Z,"banda sonora","Walt Disney Records",0.499,0.425,2,-13.992,1,0.0427,0.429,0.00000192,0.21,0.892,110.036,4
5DOr4iUblzjlMrlnZ7MSSg,"Wild Boar Inn","Wild Boar Inn","Celestial Aeon Project",2019,50180,0,,2025-02-14T15:54:28Z,"medieval,celta","Ouranio Recordings",0.592,0.418,5,-15.754,1,0.0536,0.829,0.959,0.0911,0.132,179.995,3
4aVaQpp7sQXDpJxB2axYr8,"Tortoise I","Ulk I","Ulk",2019-03-07,170000,40,,2025-02-14T15:52:57Z,"dark ambient,medieval","1401469 Records DK",0.0781,0.0787,6,-21.809,1,0.0454,0.813,0.913,0.112,0.164,65.173,4
1woL1W9wp2tKz9cFyc4NUm,"Double Trouble","Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack","John Williams",2004-05-25,97226,51,,2025-02-14T15:35:43Z,"banda sonora","Warner Sunset/Nonesuch/Atlantic",0.65,0.146,2,-20.889,0,0.0343,0.733,0,0.0482,0.68,91.993,5
4WPw9shOzxaA4cWws44Xjd,"Christmas at Hogwarts","Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack","John Williams",2001-10-30,175533,50,,2025-02-14T15:35:13Z,"banda sonora","Atlantic Records",0.18,0.0512,7,-29.604,1,0.0439,0.82,0.0546,0.137,0.0601,79.124,4
1n8NKQRg8LVHy7oUhUgbFF,"Hedwig's Theme","Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack","John Williams",2001-10-30,309093,63,,2025-02-14T15:32:18Z,"banda sonora","Atlantic Records",0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407,4
5x25pLcNAkMWDuMUWAs3AN,"A Walk Along the Gates","Morelocke, Sa Bruxa Split","MORELOCKE",2018-03-01,239142,46,,2025-02-13T22:50:17Z,"dark ambient","Clan Destine Records",0.137,0.125,3,-17.843,1,0.0334,0.983,0.78,0.201,0.0363,75.216,4
4CEK8L459CVr9wqc4ib2ZD,"Hide - Slow","Hide (Slow)","Dorian Concept",2024-07-16,152866,59,,2025-02-13T22:49:57Z,"","Play Instinct",0.245,0.457,3,-11.752,1,0.0314,0.758,0.82,0.109,0.208,80.196,4
15KqdThHtueKDitVDzKNkF,"Climbing up Iknimaya - The Path to Heaven","AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner","James Horner",2009-12-07,198080,50,,2025-02-13T22:37:28Z,"banda sonora","Atlantic Records",0.104,0.296,9,-22.687,1,0.0461,0.323,0.905,0.0973,0.0375,90.493,3
3iRZoMlMrAKXG1vcNFMG7u,"Argeers","The Winter It Is Past","The Fyre and Lightning Consort",2009-08-03,180466,35,,2025-02-13T22:37:07Z,"","The Fyre and Lightning Consort",0.688,0.291,2,-19.222,1,0.0354,0.979,0.85,0.11,0.712,113.635,4
6wMKi4VyXoxUHAOOJIJ1by,"Volibear, the Relentless Storm","Volibear, the Relentless Storm","League of Legends,Einar Selvik",2020-05-12,198400,42,,2025-02-13T22:36:48Z,"medieval","Riot Games",0.377,0.747,0,-6.472,0,0.0533,0.43,0.0488,0.104,0.219,150.224,4
62P3CMQAknHW4iftsBD41Y,"Eleanor Rigby","Eleanor Rigby","Cody Fry",2021-09-17,280480,1,,2025-02-13T22:36:29Z,"","Cody Fry",0.316,0.229,4,-10.821,0,0.0311,0.697,0.00211,0.128,0.209,130.447,4
7ze8MSZXvWZCH5LQ9BmvyI,"Kingdom Dance","Tangled (Original Motion Picture Soundtrack/Japanese Version)","Alan Menken",2010-11-24,140413,39,,2025-02-13T22:35:35Z,"","Walt Disney Records",0.239,0.615,4,-9.86,1,0.0737,0.102,0.208,0.112,0.482,156.059,3
26ky3sBMKv31Kpvil5pGDh,"Soldier, Poet, King","Dear Wormwood","The Oh Hellos",2015-10-16,165680,0,,2025-02-13T22:35:29Z,"folk cristiano,folk pop,indie folk","The Oh Hellos",0.347,0.769,8,-7.747,1,0.0614,0.0322,0.000737,0.117,0.524,118.074,4
0AmA8MQue1LBuYZSAdBMsj,"Téir Abhaile Riu","Decade. The Songs, The Show, The Traditions, The Classics.","Celtic Woman",2016-01-29,244413,55,,2025-02-13T22:35:15Z,"celta","Celtic Collections",0.515,0.595,5,-6.76,0,0.0504,0.8,0,0.0746,0.704,124.334,4
6rm58LPjSArdS4zEHSKXDu,"KAMI","KAMI","DR MØB",2023-05-11,87679,60,,2025-02-09T22:51:21Z,"phonk","Aurorian Records",0.695,0.741,9,-3.977,0,0.0835,0.00388,0.762,0.218,0.2,154.898,4
1TfqLAPs4K3s2rJMoCokcS,"Sweet Dreams (Are Made of This) - 2005 Remaster","Sweet Dreams (Are Made Of This)","Eurythmics,Annie Lennox,Dave Stewart",1983-01-04,216933,84,,2025-02-08T14:17:03Z,"new wave,synthpop","RCA Records Label",0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4
29U7stRjqHU6rMiS8BfaI9,"What A Wonderful World","What A Wonderful World","Louis Armstrong",1968-01-01,139226,77,,2025-02-08T13:46:45Z,"jazz,swing,big band,vocal jazz,jazz blues","GRP",0.271,0.165,5,-20.652,1,0.0351,0.726,0.00000154,0.118,0.202,77.082,4
54a8aoGhcbywpE1wyHABmc,"Not My Problem Funk - Sayfalse Remix","Not My Problem Funk (Sayfalse Remix)","DJZRX,Sayfalse",2024-09-18,73821,68,,2025-02-05T14:19:22Z,"phonk,funk brasileño","Tribal Trap",0.769,0.894,6,-0.376,1,0.117,0.201,0.0535,0.244,0.384,129.994,4
2GlqNtKxd8fXSCA4krSUDk,"Untitled Funk","Untitled Funk","TRXSHBXY,WXRMANE,Sayfalse",2024-12-27,134745,50,,2025-02-05T14:18:44Z,"phonk","Purple Crunch Records",0.824,0.966,6,-3.345,0,0.241,0.0321,0.219,0.746,0.782,130.248,4
3MPeLjI2iD0cl3pqLnKgc9,"Bad Habit Funk","Bad Habit Funk","Sayfalse,DJZRX,Fyex",2024-09-20,86968,60,,2025-02-05T14:17:38Z,"phonk,funk brasileño,hipertechno","Purple Crunch Records",0.645,0.716,5,-0.827,0,0.263,0.187,0.00000135,0.324,0.476,182.295,4
6VIQOvtYVB1gDtG7ZtFczB,"NUNCA MUDA? - Ultra Slowed","NUNCA MUDA?","Scythermane,NXGHT!",2025-01-09,120307,58,,2025-02-05T14:16:12Z,"phonk","Purple Crunch Records",0.835,0.687,6,-6.675,0,0.242,0.596,0.699,0.101,0.211,170.573,4
